# total density of states output by FHI-aims 
# The energy reference for this output is the vacuum level
#    Energy (eV)      DOS 
        -12.26413207          3.20852797
        -12.25512756          3.14339996
        -12.24612306          3.09045603
        -12.23711856          3.02930551
        -12.22811406          3.00069656
        -12.21910955          3.11712486
        -12.21010505          3.40320728
        -12.20110055          2.88906022
        -12.19209605          2.68031276
        -12.18309155          2.64377090
        -12.17408704          2.69466689
        -12.16508254          2.63304038
        -12.15607804          2.59987430
        -12.14707354          2.54226514
        -12.13806903          2.53702394
        -12.12906453          2.52504028
        -12.12006003          2.49867315
        -12.11105553          2.46709262
        -12.10205103          2.43604182
        -12.09304652          2.40837252
        -12.08404202          2.38996957
        -12.07503752          2.37767415
        -12.06603302          2.35558317
        -12.05702851          2.33504491
        -12.04802401          2.31696287
        -12.03901951          2.31154046
        -12.03001501          2.32030254
        -12.02101051          2.30671171
        -12.01200600          2.27961879
        -12.00300150          2.26016163
        -11.99399700          2.24775105
        -11.98499250          2.19098106
        -11.97598799          2.17948094
        -11.96698349          2.16292825
        -11.95797899          2.11501443
        -11.94897449          2.10852583
        -11.93996998          2.11088844
        -11.93096548          2.11472145
        -11.92196098          2.12246578
        -11.91295648          2.13485646
        -11.90395198          2.15253986
        -11.89494747          2.17359837
        -11.88594297          2.19957161
        -11.87693847          2.22909643
        -11.86793397          2.26264867
        -11.85892946          2.30050829
        -11.84992496          2.36372366
        -11.84092046          2.40206162
        -11.83191596          2.43960101
        -11.82291146          2.48944419
        -11.81390695          2.55095337
        -11.80490245          2.59399143
        -11.79589795          2.62380471
        -11.78689345          2.63686907
        -11.77788894          2.62379096
        -11.76888444          2.60048703
        -11.75987994          2.61498796
        -11.75087544          2.63252033
        -11.74187094          2.65585406
        -11.73286643          2.68563110
        -11.72386193          2.72211496
        -11.71485743          2.77797772
        -11.70585293          2.84390671
        -11.69684842          2.92160294
        -11.68784392          3.01197209
        -11.67883942          3.11586272
        -11.66983492          3.21384940
        -11.66083042          3.28894902
        -11.65182591          3.36129156
        -11.64282141          3.42448279
        -11.63381691          3.47757221
        -11.62481241          3.47781791
        -11.61580790          3.44693959
        -11.60680340          3.43002075
        -11.59779890          3.45946459
        -11.58879440          3.52188600
        -11.57978989          3.52355970
        -11.57078539          3.56491514
        -11.56178089          3.64000697
        -11.55277639          3.75080070
        -11.54377189          3.96590032
        -11.53476738          3.90942298
        -11.52576288          4.03072999
        -11.51675838          4.16843493
        -11.50775388          4.17897143
        -11.49874937          4.18623502
        -11.48974487          4.11694698
        -11.48074037          4.13537810
